"","Date","Box","GeoMean_Chla","STD_Chla","SST","SSS","PO4","NO3","NH4","MLD","HF","SST_z","SSS_z","PO4_z","NO3_z","NH4_z","MLD_z","HF_z"
"21",1999-07-01,"Lyon",0.0811236003782643,0.0116903523410139,22.1382578800559,38.0306509266729,0.206346096974465,9.69103414755462,2.89591292983417,14.5617357336957,137.987540867018,0.523685190622765,-1.2809871121382,-0.22030710654846,-0.252078608033197,-0.500023898257394,-0.490073951866852,1.1369392539759
"22",1999-08-01,"Adriatic",0.0724548555853028,0.00987863618400338,25.8314034645368,38.6316554857337,0.078190851676841,12.0744358673397,2.50608846556999,11.8988293772158,94.1358619358229,1.32898285091557,-0.125099989544806,-0.224848938003567,-0.247848621249506,-0.554108784563471,-0.528975098457663,0.805193540468184
"23",1999-08-01,"Cyprus",0.0301681238924961,0.0359320759325221,28.2120249487218,39.2844646288001,0.113203312941107,8.29869875069602,1.85906669751007,14.7687994086224,90.6025679215141,1.84808204898481,1.13042073921782,-0.223608093764055,-0.254549681322389,-0.643877647144047,-0.487049056022372,0.778463545804842
"24",1999-08-01,"Lyon",0.0681043663531753,0.0112300804480357,24.4836885246698,38.1358893021293,0.155668761376961,13.612685459548,2.75462234042768,15.0384420311969,91.3532893968665,1.0351109568919,-1.07858651274375,-0.22210311510311,-0.245118584012794,-0.519626786646128,-0.483109973762728,0.784142886654644
"25",1999-09-01,"Adriatic",0.0730898661189851,0.0115469039854931,24.0337117341735,38.5785689975904,0.0797887912586979,15.1940326200644,2.8344840145865,12.5321230266405,28.3193340301514,0.936992632476141,-0.227199028734191,-0.224792306905563,-0.242312058560587,-0.5085466468318,-0.519723609372682,0.307279856366684
"26",1999-09-01,"Cyprus",0.0269374751490887,0.00617326068889462,27.7075768413452,39.33891329558,0.17950511206864,12.8053020772952,2.97877923752725,23.3477330415145,14.490806641786,1.73808614676082,1.23513960003913,-0.221258353056148,-0.246551502772544,-0.488526890652589,-0.361723449271732,0.20266459882062
"27",1999-09-01,"Lyon",0.0672857505694775,0.013606271535084,24.5523510475015,38.106551128885,0.174866114452566,19.2173655731692,3.74450098273885,23.3294224117113,-42.2735283893088,1.05008295507646,-1.1350114036073,-0.221422759477781,-0.235171573145667,-0.382289398323748,-0.361990940650996,-0.226767643813205
"28",1999-10-01,"Adriatic",0.0841705809988894,0.0147480121099171,21.2467177983144,38.6526308474333,0.0996765886164701,17.0050543230984,3.49182653898307,18.4028300409732,-74.4850379280422,0.329283121854983,-0.0847589470106318,-0.22408748188336,-0.239097913917987,-0.417345865569276,-0.43396121160735,-0.470453415385474
"29",1999-10-01,"Cyprus",0.0308651681325139,0.0107241236408951,26.0003066809831,39.3708431409753,0.250726895994861,20.7046403758693,4.60763263612253,33.7131822005562,-104.524189492931,1.36581252954826,1.29654894637838,-0.218734247719892,-0.232532004370117,-0.262537095377476,-0.210299477401947,-0.697704914346243
"30",1999-10-01,"Lyon",0.135556524417861,0.0399780414238074,21.0964298284511,38.1042326222295,0.21979386276356,18.3511259749616,4.60700541182592,30.810837952987,-116.837642503821,0.29651253436186,-1.13947049122375,-0.219830516725546,-0.236708948075588,-0.262624117506358,-0.25269845953549,-0.790858366036219
"31",1999-11-01,"Adriatic",0.145327957299659,0.0479806726963266,17.8875909112545,38.5468453117039,0.196936104107987,28.4044225376114,5.81288334126529,28.2531559156335,-146.760656605596,-0.403181104343732,-0.288211877047207,-0.220640597397735,-0.218866671954229,-0.0953186333935471,-0.290062433535424,-1.01723126453049
"32",1999-11-01,"Cyprus",0.0382447015341228,0.0355091848482802,23.4750820144346,39.3272272192914,0.305764866123127,32.1446382958857,6.67639454280947,48.475026835566,-200.68410326087,0.81518232308402,1.21266425456631,-0.216783697952122,-0.212228654076539,0.0244863286877725,0.00534936834131956,-1.42517168372213
"33",1999-11-01,"Lyon",0.160719093535568,0.0905351381546182,16.7321416706399,37.9868358114491,1.37050555390086,35.7877861484463,5.86918115480636,36.0872663414997,-279.418009882388,-0.655129084397387,-1.36525490461765,-0.179049208536175,-0.205762909280168,-0.0875077822957412,-0.175617598724153,-2.02080762437535
"34",1999-12-01,"Adriatic",0.120622058571605,0.0436942865949554,15.3943550929172,38.5887865812882,1.05519622976601,63.5670782021383,10.0834578270969,54.6755036063816,-175.911291371221,-0.946836079523235,-0.207547974108652,-0.19022379450898,-0.15646109109654,0.497187883517374,0.0959292173876332,-1.23776097662426
"35",1999-12-01,"Cyprus",0.0532106713586882,0.121570428931184,20.5825329771311,39.2584133977475,0.453260045590157,54.1792034805384,10.1608026897524,73.9183369512143,-198.827264536982,0.184456314932317,1.08031748784072,-0.211556457787084,-0.173122397358788,0.507918836770854,0.377038719773374,-1.41112437008811
"36",1999-12-01,"Lyon",0.165466627390803,0.0599576900014752,13.707151673486,38.1134277012037,9.083148114848,184.341717941775,18.8850953222899,43.841875490935,-183.150772094727,-1.31473410439813,-1.12178597749209,0.0942874192698629,0.0578859598696287,1.71834152284416,-0.0623341606706274,-1.29252892979233
"37",2000-01-01,"Adriatic",0.132477395004405,0.152565897451276,14.3582156858528,38.6794353982677,9.95057147764877,326.472838692043,20.3518754182597,177.880942303201,-227.058963278066,-1.17276831565073,-0.0332068669651839,0.125028967966633,0.310135824982147,1.92184500197106,1.89577952750738,-1.62470216849102
"38",2000-01-01,"Cyprus",0.0699843168237119,0.0163048062798498,18.7237985648546,39.130234428074,2.39316380316909,129.10795783636,18.0035491485451,124.238239454186,-291.083155092986,-0.220844380388738,0.833796195781931,-0.142806123880806,-0.0401411890243045,1.59603435910434,1.11213850987304,-2.10905651279609
"39",2000-01-01,"Lyon",0.156416190862216,0.0764664480403079,13.0313758486978,38.2345174706501,101.931988753083,1990.31215049008,42.744881992304,75.0802154541016,-198.767856763757,-1.46208835246005,-0.88889904997922,3.38485725901085,3.26306576569091,5.0286875058003,0.394012056387914,-1.41067493976761
"40",2000-02-01,"Adriatic",0.112060596461295,0.0244799705607565,14.1491472720783,38.7282942067022,20.8770774174114,656.913371270824,22.0720453243482,348.141239332116,-139.649683745011,-1.21835609457859,0.060761251318234,0.512265153706658,0.896591341062702,2.1605041994474,4.38303213299227,-0.963435496093204
"41",2000-02-01,"Cyprus",0.0677586213637463,0.0335742653193498,17.8301854933636,39.0646460159965,5.95926659003548,224.545393426387,14.5060291668868,168.093987174656,-141.18081067956,-0.415698468649632,0.707652725206267,-0.0164231750446464,0.129238184945232,1.11078269354179,1.75280650286205,-0.975018742385093
"42",2000-02-01,"Lyon",0.223260043003812,0.126608046699821,13.0610482526616,38.3505680250085,114.354966051862,2224.1452176936,24.863345338176,185.986852231233,-87.8286560722019,-1.45561822640065,-0.665703835682799,3.82512850136727,3.6780653755552,2.54777374698333,2.01419495341786,-0.571400248663041
"43",2000-03-01,"Adriatic",0.130853539011042,0.0402776021644454,14.1019932350198,38.7308226875637,17.24557268007,537.817696341413,13.0718062225538,226.735998402471,-45.9592228765073,-1.22863812512625,0.0656241736097034,0.383564354865975,0.685224064298499,0.911796247095352,2.60948006541601,-0.254650575031086
"44",2000-03-01,"Cyprus",0.073966829783996,0.0107606491535599,17.2115612056817,39.0405183875042,4.13188689958396,152.070534473556,6.18461556876314,94.0659949261209,-45.3771843288256,-0.550590711610198,0.661249058790572,-0.0811856476164234,0.000612073377291186,-0.0437438937258466,0.671366379638753,-0.250247350388476
"45",2000-03-01,"Lyon",1.14693858866491,0.706540530189917,13.2608598281511,38.191720382027,22.3352136156735,416.885830725975,14.0149003219965,35.6717475393544,-3.68813462879347,-1.41204891927199,-0.971208914152681,0.563941609365707,0.470597973768344,1.04264267111487,-0.181687717485242,0.0651376901682567
"46",2000-04-01,"Adriatic",0.141216237890817,0.0331021190049342,15.2464616997436,38.7030724235203,0.633853616332819,31.071672982378,1.47799431029045,21.8032439687978,93.2083992336107,-0.979084524858272,0.0122532426030164,-0.205156208165742,-0.21413291933649,-0.696748255909101,-0.384286163758276,0.798177120951386
"47",2000-04-01,"Cyprus",0.0634572084891261,0.00785905824996678,18.1479630199315,39.0468736731488,0.504983262044496,27.2443318394046,1.57190641360833,19.4375385616137,89.2993263576342,-0.346406453811627,0.673471915882502,-0.209723383136834,-0.220925564620354,-0.683718736480916,-0.418845641455117,0.768604292681134
"48",2000-04-01,"Lyon",0.75916183929573,0.575467634917176,14.1404292529357,38.1880065254543,2.73534548553041,41.8506388312702,9.51728742920383,20.0359250773554,85.1132381273353,-1.22025707580376,-0.978351620348211,-0.130679179527488,-0.195002748075737,0.418636472800469,-0.410104094269206,0.736935794219633
"49",2000-05-01,"Adriatic",0.0706726543383993,0.00816829346483687,20.028950339384,38.6483442887016,0.0767617482588932,10.0603537220258,1.95830560248831,11.8976409746253,163.78833538553,0.0637465316977306,-0.0930031074974586,-0.224899585535326,-0.251423151210286,-0.630109078506317,-0.528992459272199,1.33212683162919
"50",2000-05-01,"Cyprus",0.038753418709107,0.00517137340319558,20.7337988347098,39.0659813258959,0.126474593799484,10.3443628826754,1.66636877452043,12.8173516729604,166.313892530358,0.2174401327656,0.710220871311174,-0.223137758580254,-0.250919100640035,-0.670612873410526,-0.515556838222285,1.35123311849063
"51",2000-05-01,"Lyon",0.204378945658851,0.0479035609651464,18.0907537260425,38.03750544009,0.439656357008027,8.81087894746171,4.29187235129127,13.0965290898862,132.258391670559,-0.358881052893073,-1.26780411099283,-0.212038573525416,-0.253640679937854,-0.306346195807611,-0.511478466636199,1.09359722616087
"52",2000-06-01,"Adriatic",0.056769839424753,0.00671539726458205,23.2207394531759,38.7544754691746,0.052680178534372,9.25952493531902,1.94508446652899,12.0075508200604,129.013610176418,0.759722427228519,0.111114586727827,-0.225753038163107,-0.252844437078987,-0.631943400619852,-0.527386838031092,1.06904987978357
"53",2000-06-01,"Cyprus",0.0335260930566943,0.00438733354490385,24.5943211399255,39.1925639276919,0.0672645996939144,9.53456044873128,1.65336699995066,11.907454241877,161.020428201427,1.05923461629809,0.953671935291479,-0.225236165189058,-0.252356312657022,-0.67241676096466,-0.528849101866121,1.3111871238211
"54",2000-06-01,"Lyon",0.10181532342578,0.0226152032967538,21.0316795862336,37.7573310188625,0.230242220998261,6.91543725127308,2.77313353479021,12.8112823652185,155.223008860712,0.28239361666193,-1.80665194616235,-0.219460226130149,-0.25700465054238,-0.517058513142881,-0.515645501884677,1.26732862027995
"55",2000-07-01,"Adriatic",0.0559604317958741,0.00589456436160415,23.7926553251809,38.6778798310653,0.0610613710883813,7.50042958127651,1.91924359251859,12.4865481335184,122.590337670368,0.884429808260368,-0.0361986247987603,-0.225456008073666,-0.255966424462432,-0.635528605913574,-0.520389391552326,1.02045668626143
"56",2000-07-01,"Cyprus",0.0280268145392963,0.00545353454728009,26.9616642794575,39.3485346255095,0.0768543886467955,9.23657066475016,1.72504210562246,12.8346582081007,126.916088270104,1.575438445193,1.25364390454077,-0.224896302353066,-0.252885175600038,-0.662472439105455,-0.515304015189724,1.05318175527002
"57",2000-07-01,"Lyon",0.104234803112997,0.0253963791365633,21.0982173449174,37.859024213708,0.249349198657984,8.33012381753759,3.24241101899535,16.743126205776,83.602923185929,0.296902305843953,-1.61106964548733,-0.218783073416302,-0.254493909097206,-0.451950184379716,-0.458207044373203,0.725509994339899
"58",2000-08-01,"Adriatic",0.0726001448843947,0.0080350721159894,25.4494219980054,38.6730729807978,0.0737862684156584,6.3758125079008,1.91365382204885,12.0134599934454,104.324656610904,1.24569104065887,-0.0454434404006916,-0.225005036762973,-0.257962359649355,-0.636304139847556,-0.527300513696208,0.882273575751938
"59",2000-08-01,"Cyprus",0.0329776231981037,0.00612374996320251,27.4436385393038,39.3614009359609,0.112525775845538,10.8947263331855,2.1169282234008,15.5218142633853,70.884320963984,1.68053388074977,1.27838914539103,-0.223632105729274,-0.2499423328117,-0.608101515605365,-0.476048616153764,0.629291517150912
"60",2000-08-01,"Lyon",0.0934807061122666,0.0175391781529542,23.3186191062666,37.950686081596,0.146149576231415,6.53151501239135,2.07656692061397,13.9573474137679,102.841620403787,0.781065278145482,-1.43478017958017,-0.222440475734901,-0.257686023717097,-0.613701309031648,-0.498903176587456,0.87105414432584
"61",2000-09-01,"Adriatic",0.0697662625437933,0.00956621364559347,22.8558770421253,38.7926022073497,0.0789771856438266,6.01114901817834,1.99861370433461,12.9160903433095,-11.2213802544967,0.680163460698057,0.184442159736523,-0.224821070269108,-0.258609552998766,-0.624516666265885,-0.51411441142418,0.00814735351435092
"62",2000-09-01,"Cyprus",0.0276198462204549,0.00626617835203054,27.0185731633015,39.3710303928541,0.169318674163918,16.7218099262403,3.12408267933389,21.7806597170622,-18.1971975824107,1.58784753927313,1.29690908014462,-0.22161936117551,-0.239600607209394,-0.468367252532319,-0.384616086470456,-0.0446259393937582
"63",2000-09-01,"Lyon",0.0764538443461323,0.0203799027984336,22.3768423241981,38.1009085282035,0.146222622005272,8.39283690245255,2.72622700044023,20.1403406391973,-22.3804387216983,0.575708998039765,-1.14586358329106,-0.222437886987226,-0.254382607876706,-0.523566402744216,-0.408578736433137,-0.076272899107781
"64",2000-10-01,"Adriatic",0.0985067085090253,0.0192670598070972,20.440650468686,38.5703251050866,0.104909469148976,14.4423549900884,3.53327285253954,16.0436994718469,-26.6383093129034,0.15351855483766,-0.243054165008159,-0.223902028206858,-0.243646112494508,-0.411595535967108,-0.468424640587166,-0.108484443836072
"65",2000-10-01,"Cyprus",0.0332203887447192,0.00840198337995154,25.0555681286924,39.3451554671578,0.216440157510608,23.7622439595387,4.51726201035801,33.2953380087148,-103.324102982231,1.15981042961884,1.2471449095414,-0.219949372289934,-0.22710546521756,-0.275075264394418,-0.216403566687471,-0.688626047459804
"66",2000-10-01,"Lyon",0.106290820465955,0.03793275587025,19.5385744173654,38.0700492858887,0.306477122332739,12.6573757521372,3.9379987405694,22.4707565307617,-129.06273468681,-0.0431809028244624,-1.205213883163,-0.216758455538911,-0.246814037785078,-0.355443201658026,-0.374534786673244,-0.883343352421956
"67",2000-11-01,"Adriatic",0.114196767174007,0.0720730202014547,18.2442215588696,38.6465492248535,0.137660776644121,23.4872118833037,4.85131562462908,23.7031831326692,-103.647681526516,-0.325417090024888,-0.0964554792889369,-0.222741319425631,-0.22759358353933,-0.228728117398171,-0.356530846059051,-0.69107397642549
"68",2000-11-01,"Cyprus",0.0368025419201622,0.0231001755605554,22.7639167487052,39.2844004423722,0.263270307212561,33.3576677390894,6.17778806379928,42.7528990040655,-128.065027319867,0.66011133780254,1.13029729212522,-0.218289708290464,-0.210075807382511,-0.0446911529760364,-0.0782425060191497,-0.875795519582129
"69",2000-11-01,"Lyon",0.182199410589664,0.0849065369603416,16.1733785252345,38.0833041978919,1.44256943881174,35.414062110598,8.00214861922093,32.8657646179199,-144.825084852136,-0.77696848751858,-1.17972126107782,-0.176495259078192,-0.206426183006843,0.20842362628113,-0.222679002324237,-1.00258832159085
"70",2000-12-01,"Adriatic",0.135788844909571,0.0505421811979118,16.4196378865494,38.6587740027386,0.48271489520318,40.7003187511278,7.06929222585655,41.0518710924231,-134.443460879119,-0.723271149313061,-0.0729440713954,-0.21051257571915,-0.197044300154693,0.0789975984143476,-0.103092022782982,-0.924049498534582
"71",2000-12-01,"Cyprus",0.0617360563962697,0.0115646221074104,20.3311640255519,39.1788280321204,0.406876939399932,51.9448816050654,8.90248905823677,61.9340135325556,-181.980152295983,0.129644820517472,0.927254257473534,-0.213200278531144,-0.177087801900248,0.333338337246872,0.201965375205144,-1.28367298379788
"72",2000-12-01,"Lyon",0.178209040882444,0.0503321878008666,14.8270941121395,38.0586866295856,16.5324633907956,320.335171672482,19.9151789524605,28.055596558944,-113.353283757749,-1.07052845236531,-1.22706720840188,0.358291708448469,0.29924288563419,1.86125701720311,-0.292948485264679,-0.764498575339352
"73",2001-01-01,"Adriatic",0.146630118026866,0.0322880578965302,14.7292578657769,38.670028520667,3.29988607964497,129.427380512826,13.0677214196548,81.7337225209112,-166.03134818699,-1.09186183835982,-0.0512987242040857,-0.110671818751269,-0.0395742876544489,0.911229514833456,0.49121001196721,-1.16301745754005
"74",2001-01-01,"Cyprus",0.074857289744818,0.0519241119126089,18.5299755582399,39.0991142936375,1.0650297349252,79.3554076859992,12.3126579313513,83.3678389839504,-121.615306024966,-0.263107868292823,0.773944132921148,-0.189875294352453,-0.128440458024536,0.806470766570059,0.515082050847007,-0.827002236290512
"75",2001-01-01,"Lyon",0.24973072954607,0.147037246276184,13.7174531701986,37.9675332774287,22.3897434502333,429.587229867513,15.4213002859307,40.8914128179136,-143.087082572605,-1.31248784277362,-1.40237866711034,0.565874150771019,0.493140019474314,1.23776891157242,-0.105436082251395,-0.989440026694188
"76",2001-02-01,"Adriatic",0.149422841129518,0.0385378415017822,14.7757810612732,38.6554115958836,5.72237123378181,197.754051419586,12.4848762020292,118.526478643003,-125.945586163065,-1.08171736405587,-0.0794108489364763,-0.0248187641452174,0.0816897495869173,0.830364612244996,1.02869808243675,-0.859761572058612
"77",2001-02-01,"Cyprus",0.0659902286089952,0.0112664686463231,18.047673548489,39.0429349152938,3.22303549689021,143.164192214129,13.6079008628831,111.551659957222,-104.786042254904,-0.36827477036108,0.665896666385682,-0.113395409137978,-0.0151946241406565,0.986174897820203,0.926806236529501,-0.699685876842365
"78",2001-02-01,"Lyon",0.380467433837709,0.149732306341752,13.5244745883407,37.9430870387865,13.9799006368352,267.491448249168,10.474450652676,41.955401710842,-123.187313909116,-1.35456720219823,-1.44939510320281,0.267828693999483,0.205457499047424,0.551434870190859,-0.0898927689110348,-0.838894754202662
"79",2001-03-01,"Adriatic",0.123948253118658,0.0288205727025879,15.2147944566841,38.63013640694,1.30781824668877,58.748312200011,3.20611356369592,36.2427764560865,40.0031095587689,-0.985989629506975,-0.128021570736458,-0.181270851380918,-0.165013286193778,-0.456986152932319,-0.17334582459692,0.395669686441078
"80",2001-03-01,"Cyprus",0.058008696819262,0.00796125555500999,18.3350765891564,39.0696273471998,0.932389258098963,48.4173513964128,3.48604443167919,35.0430818640667,66.0995095294455,-0.305605971929992,0.717233112749851,-0.194576082747581,-0.183348352120467,-0.418148084631464,-0.190871598672603,0.593093571666512
"81",2001-03-01,"Lyon",0.524602990253537,0.262920445725429,13.928272093935,38.0403661313264,10.1496969709324,188.174119397688,8.32799699491274,28.093317695286,42.1287483547045,-1.26651836170475,-1.26230226227634,0.132085990305507,0.0646875860385355,0.253632365002998,-0.292397434924196,0.411750520201714
"82",2001-04-01,"Adriatic",0.0656444811069276,0.00946614782045331,15.717054487009,38.6429896147355,0.311352298075974,29.6878135892242,3.6460696557765,30.0690378935441,31.4400793987772,-0.876470841788758,-0.10330152968044,-0.216585678946831,-0.216588949679564,-0.395945922261423,-0.263535067733612,0.330888847498245
"83",2001-04-01,"Cyprus",0.0436524556531996,0.00637331178008348,19.1375955001199,39.0887945423955,0.282815082058564,22.3730956800493,3.30668183220357,21.9601793703826,76.8292631066364,-0.130615144583424,0.754096583698498,-0.217597040011671,-0.229570882110587,-0.44303314621556,-0.381993568283605,0.674266056802422
"84",2001-04-01,"Lyon",0.303390087004187,0.153376133750494,14.3343044922669,38.0719541466754,2.66701029581924,45.6353294502359,9.71438406545859,34.3087022200875,30.4282532152922,-1.17798219845308,-1.20155034347684,-0.133100983749392,-0.188285797607133,0.445981983768516,-0.201599805511054,0.32323420331204
"85",2001-05-01,"Adriatic",0.0853977867384121,0.0124013749866063,18.5586872143523,38.5638306659201,0.0777464145610455,10.1388215849051,1.5487299990277,11.9028798393581,161.082968006963,-0.256847235192518,-0.255544650292925,-0.224864688888111,-0.2512838889029,-0.68693427029802,-0.528915927161168,1.31166024852045
"86",2001-05-01,"Cyprus",0.0390735216288612,0.0053019565835549,21.3312641953166,38.9994695912237,0.099860034094303,11.8372559971079,1.95965022423317,15.1556569804316,158.184354035751,0.347718630051075,0.582301612713398,-0.224080980561938,-0.248269560660647,-0.62992252347742,-0.48139763569582,1.28973172073085
"87",2001-05-01,"Lyon",0.188813759614455,0.100294940861053,17.0535607667695,37.9568289051885,0.397754241083881,8.18329822904446,3.00996535531965,12.8340563981429,137.10312553074,-0.585043018152323,-1.42296594193439,-0.213523587640116,-0.254754490556756,-0.484200077459082,-0.515312806748365,1.13024849540241
"88",2001-06-01,"Adriatic",0.0723047111783166,0.0187231852958654,20.9963489211774,38.649356842041,0.0423345003321237,9.88080037912361,2.0016983950091,12.3363700534986,174.793821251911,0.274689695639725,-0.0910557056877606,-0.226119689770493,-0.251741816864144,-0.624088691216309,-0.522583272494237,1.4153852803415
"89",2001-06-01,"Cyprus",0.0306695795317745,0.00519972309606299,24.1122103473774,39.1168793388035,0.0581214749351116,8.69201605892362,1.63891616773515,12.2229523866073,162.277351711107,0.954109409517091,0.808110906916607,-0.225560198212685,-0.253851634072616,-0.674421693156074,-0.524240137849262,1.32069597266581
"90",2001-06-01,"Lyon",0.12272643626256,0.0213815738582578,19.2459203668892,37.9980183476987,0.21011275078376,6.5005953469664,2.7496105141811,13.9016795780348,136.20684681768,-0.106994694274772,-1.34374799680143,-0.220173616056426,-0.257740898971662,-0.520322135649541,-0.499716401818969,1.12346798828358
"91",2001-07-01,"Adriatic",0.0637531848965288,0.00692770157638076,24.4825856108946,38.6978056534477,0.0581658704743791,8.44148679401563,2.12703485050691,12.0420580324919,140.461559129798,1.03487046437344,0.00212388232979974,-0.225558624831461,-0.254296265571659,-0.606699305564484,-0.526882738393502,1.15565564007151
